@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
28,58,55,22,0,-7,102,-99,7,84,-134,8,82,-101,-196,-85,-157,standing
31,71,83,28,4,-15,96,-136,2,91,-143,38,121,-81,-167,-74,-151,standing
46,62,75,28,6,11,121,-84,3,92,-39,10,106,-90,-182,-100,-162,walking
28,58,55,22,0,-18,36,-18,-22,-27,-24,26,108,-81,-148,-96,-163,sitting
31,71,83,28,4,-9,79,-106,-34,-11,-33,16,122,-83,-152,-83,-144,standingup
46,62,75,28,6,-1,111,-99,8,94,-119,24,108,-97,-191,-89,-156,standing
75,67,67,24,0,-12,92,-148,-26,77,-94,36,43,-154,-176,-91,-134,walking
46,62,75,28,6,12,87,-13,12,29,-29,21,98,-61,-145,-106,-152,sitting
28,58,55,22,0,8,113,-160,-478,-500,-600,41,159,-114,-158,-65,-172,walking
31,71,83,28,4,-27,90,-124,-399,-467,-568,1,134,-85,-191,-74,-158,walking
31,71,83,28,4,-23,71,-124,-267,-287,-381,-14,92,-88,-185,-102,-127,standingup
46,62,75,28,6,-19,136,-115,-6,122,-103,-147,138,51,-156,-89,-161,walking
46,62,75,28,6,-5,76,-35,-2,21,-33,5,96,-67,-148,-106,-162,sitting
31,71,83,28,4,-7,94,-117,2,91,-138,40,123,-75,-163,-69,-160,standing
31,71,83,28,4,3,98,-126,7,94,-121,37,119,-82,-173,-75,-154,standing
75,67,67,24,0,-15,92,-160,-6,90,-97,19,126,-103,-190,-75,-149,standing
28,58,55,22,0,-9,93,-112,-7,-24,-16,11,109,-68,-199,-81,-148,standingup
31,71,83,28,4,-7,95,-110,21,84,-118,23,124,-88,-162,-77,-159,standing
46,62,75,28,6,-4,77,-33,-2,22,-32,5,95,-69,-151,-109,-164,sitting
28,58,55,22,0,-3,102,-99,4,83,-125,35,108,-80,-191,-80,-158,standing
46,62,75,28,6,1,89,-45,-21,22,-16,11,108,-92,-165,-95,-153,sitting
28,58,55,22,0,-5,103,-94,10,83,-134,18,85,-100,-189,-83,-158,standing
28,58,55,22,0,1,99,-85,-5,86,-124,26,96,-45,-192,-84,-157,standing
28,58,55,22,0,1,92,-67,-16,-16,-21,32,108,-89,-170,-86,-165,sitting
31,71,83,28,4,-24,138,-105,-16,136,-71,-332,161,43,-182,-73,-169,walking
28,58,55,22,0,14,119,-114,-397,-475,-599,32,130,-134,-162,-74,-177,walking
75,67,67,24,0,-23,77,-146,0,94,-125,-9,61,-112,-191,-87,-134,walking
28,58,55,22,0,-29,16,-30,-263,-277,-337,37,108,-101,-163,-91,-161,sitting
31,71,83,28,4,4,76,-62,-39,-4,-26,81,74,-147,-104,-113,-189,sitting
31,71,83,28,4,1,64,-61,-37,-24,-28,72,65,-108,-83,-142,-159,sitting
31,71,83,28,4,-15,101,-135,10,92,-133,13,121,-77,-154,-75,-171,standingup
31,71,83,28,4,5,71,-61,-18,9,-23,71,63,-101,-95,-121,-170,sitting
28,58,55,22,0,-12,101,-97,-494,-517,-617,19,104,-106,-183,-77,-163,standing
28,58,55,22,0,-4,86,-105,-493,-516,-616,20,119,-131,-200,-82,-168,walking
28,58,55,22,0,-3,102,-98,5,84,-124,33,107,-86,-193,-81,-160,standing
28,58,55,22,0,-23,21,-31,-226,-253,-326,38,107,-102,-162,-90,-168,sitting
28,58,55,22,0,-5,98,-112,-456,-480,-579,22,125,-125,-191,-84,-180,walking
28,58,55,22,0,12,115,-118,-417,-437,-537,28,19,-120,-179,-64,-165,walking
31,71,83,28,4,4,122,-104,-84,96,-103,7,158,-78,-212,-60,-179,walking
46,62,75,28,6,-12,104,-98,2,86,-115,29,126,-46,-162,-104,-162,walking
28,58,55,22,0,-14,29,-10,-8,-19,-20,-2,85,-89,-148,-94,-169,sitting
46,62,75,28,6,-6,74,-36,-4,20,-32,2,94,-71,-155,-109,-165,sitting
75,67,67,24,0,-12,93,-93,-19,-21,2,-73,78,-96,-103,-122,-136,sitting
31,71,83,28,4,-7,94,-122,1,89,-138,34,127,-80,-175,-65,-156,standing
31,71,83,28,4,-4,95,-116,62,42,-120,23,123,-85,-161,-77,-165,standing
31,71,83,28,4,0,68,-64,-28,0,-26,94,87,-134,-92,-114,-181,sitting
46,62,75,28,6,11,85,-11,11,29,-29,20,98,-62,-146,-107,-154,sitting
28,58,55,22,0,-2,103,-98,14,88,-120,39,89,-104,-200,-84,-161,standing
28,58,55,22,0,0,84,-123,-492,-515,-616,22,107,-64,-214,-107,-165,standingup
75,67,67,24,0,-11,94,-101,-18,-17,-23,-65,82,-128,-100,-146,-138,sitting
28,58,55,22,0,10,115,-106,-392,-430,-529,26,130,-121,-173,-71,-176,walking
46,62,75,28,6,-9,93,-96,3,78,-105,11,104,-94,-163,-104,-162,standing
46,62,75,28,6,11,120,-82,37,94,-105,2,113,-88,-174,-94,-169,walking
46,62,75,28,6,-10,94,-93,1,73,-122,22,104,-86,-140,-112,-147,standing
28,58,55,22,0,-7,104,-108,-493,-516,-616,35,118,-136,-208,-90,-170,walking
28,58,55,22,0,-11,96,-85,9,-10,-7,38,55,-52,-165,-91,-139,sittingdown
46,62,75,28,6,-1,90,-107,11,80,-121,8,104,-72,-161,-65,-158,walking
28,58,55,22,0,-2,99,-91,-7,83,-128,33,95,-43,-190,-80,-152,standing
46,62,75,28,6,-3,79,-32,-1,24,-30,4,94,-70,-152,-109,-164,sitting
31,71,83,28,4,-5,115,-105,112,146,-55,4,138,-78,-207,-50,-183,walking
31,71,83,28,4,-2,112,-103,-393,-464,-565,15,130,-95,-195,-66,-177,walking
28,58,55,22,0,14,112,-108,-380,-451,-554,32,136,-120,-182,-71,-180,walking
28,58,55,22,0,-2,102,-99,4,84,-126,36,108,-80,-191,-83,-159,standing
75,67,67,24,0,-12,96,-100,-9,-23,-21,-74,79,-98,-104,-132,-141,sitting
28,58,55,22,0,-23,27,-24,-258,-353,-336,32,101,-107,-159,-93,-162,sitting
31,71,83,28,4,3,71,-61,-26,3,-24,86,79,-140,-99,-122,-190,sitting
28,58,55,22,0,-2,103,-98,5,86,-124,33,104,-84,-197,-88,-162,standing
28,58,55,22,0,7,96,-101,-444,-467,-567,41,119,-137,-197,-72,-173,walking
31,71,83,28,4,4,69,-62,-23,-30,-23,60,53,-104,-95,-135,-157,sitting
46,62,75,28,6,0,93,-52,-20,22,-16,12,108,-90,-162,-95,-153,sitting
28,58,55,22,0,-14,115,-129,-493,-516,-616,28,145,-116,-175,-69,-180,walking
46,62,75,28,6,2,91,-46,-21,23,-13,7,107,-91,-165,-94,-158,sitting
28,58,55,22,0,0,84,-137,-5,80,-69,25,111,-108,-201,-98,-151,sittingdown
46,62,75,28,6,2,91,-46,-19,23,-15,11,108,-93,-164,-95,-153,sitting
28,58,55,22,0,-29,36,-21,-268,-371,-454,28,109,-86,-149,-93,-170,sitting
31,71,83,28,4,5,65,-58,-35,-24,-26,69,62,-110,-88,-137,-165,sitting
31,71,83,28,4,-13,101,-122,-381,-372,-445,5,125,-90,-174,-65,-157,walking
46,62,75,28,6,-7,72,-38,-5,19,-34,2,95,-71,-154,-108,-165,sitting
46,62,75,28,6,-2,101,-66,-12,20,-15,-14,104,-91,-160,-99,-147,sitting
28,58,55,22,0,-5,96,-117,-493,-517,-615,44,105,-78,-215,-117,-154,standingup
28,58,55,22,0,-1,129,-94,-493,-516,-616,-95,229,-84,-178,-75,-171,walking
46,62,75,28,6,-5,75,-32,-2,21,-33,4,95,-69,-152,-108,-163,sitting
31,71,83,28,4,-17,101,-143,-274,-288,-389,-14,108,-79,-202,-75,-135,sittingdown
46,62,75,28,6,-2,99,-91,8,58,-98,6,106,-82,-172,-94,-169,walking
75,67,67,24,0,-12,96,-97,-15,-20,-21,-72,80,-98,-109,-144,-130,sitting
46,62,75,28,6,-1,89,-47,-21,21,-18,10,107,-92,-164,-94,-159,sitting
28,58,55,22,0,-5,101,-98,8,86,-123,36,107,-84,-191,-83,-160,standing
31,71,83,28,4,22,122,-128,-69,147,-196,9,154,-75,-218,-59,-176,walking
46,62,75,28,6,-10,92,-95,-8,69,-124,10,100,-68,-160,-102,-155,standing
28,58,55,22,0,0,101,-96,7,83,-128,48,102,-76,-195,-82,-155,standing
46,62,75,28,6,-22,110,-98,-13,95,-118,10,194,-87,-157,-100,-166,walking
28,58,55,22,0,-29,30,-27,-266,-357,-368,29,110,-102,-157,-94,-162,sitting
28,58,55,22,0,-33,29,-32,-280,-361,-361,30,109,-101,-155,-94,-162,sitting
28,58,55,22,0,-12,100,-100,-494,-517,-617,26,112,-97,-190,-78,-158,standing
31,71,83,28,4,-1,93,-110,62,43,-99,12,124,-94,-174,-72,-167,standing
31,71,83,28,4,-22,69,-125,2,86,-118,76,35,-122,-234,-68,-167,walking
28,58,55,22,0,-2,91,-71,-16,-16,-21,31,109,-89,-168,-88,-162,sitting
46,62,75,28,6,-14,125,-92,-21,104,-106,33,239,-54,-156,-111,-166,walking
28,58,55,22,0,-23,120,-110,-492,-514,-614,16,243,-120,-169,-79,-171,walking
46,62,75,28,6,-12,93,-100,0,75,-124,17,104,-89,-153,-101,-156,standing
46,62,75,28,6,0,90,-49,-20,23,-16,12,109,-90,-164,-95,-151,sitting
46,62,75,28,6,2,108,-100,-44,116,5,14,110,-92,-173,-103,-172,walking
75,67,67,24,0,-11,92,-153,-6,88,-91,15,122,-107,-202,-76,-164,standing
46,62,75,28,6,-1,89,-48,-20,21,-19,14,107,-91,-161,-94,-158,sitting
31,71,83,28,4,-2,68,-127,-491,-515,-615,18,123,-96,-189,-59,-159,walking
28,58,55,22,0,-23,79,-120,-410,-470,-572,35,12,-136,-204,-69,-170,walking
46,62,75,28,6,8,124,-80,64,121,-105,-6,94,-108,-172,-100,-172,walking
28,58,55,22,0,-28,15,-39,-242,-266,-334,38,107,-103,-161,-90,-169,sitting
46,62,75,28,6,2,88,-91,-16,81,-116,22,83,-107,-163,-104,-166,walking
31,71,83,28,4,-9,92,-124,5,89,-139,31,120,-82,-172,-74,-160,standing
31,71,83,28,4,-4,98,-129,12,94,-121,20,119,-87,-190,-78,-154,standing
28,58,55,22,0,-27,12,-26,-281,-372,-454,27,109,-86,-148,-94,-169,sitting
46,62,75,28,6,-5,101,-66,-17,16,-15,-13,104,-91,-167,-93,-152,sitting
28,58,55,22,0,-20,25,-19,-22,-22,-23,-1,87,-86,-140,-95,-174,sitting
28,58,55,22,0,-11,102,-89,-492,-514,-614,21,108,-100,-192,-84,-165,standing
28,58,55,22,0,-22,120,-108,-492,-516,-616,-116,185,-86,-177,-57,-172,walking
31,71,83,28,4,-1,107,-112,-158,-160,-220,7,129,-94,-227,-76,-179,walking
31,71,83,28,4,3,70,-62,-18,8,-23,71,64,-100,-94,-121,-165,sitting
46,62,75,28,6,-1,101,-66,7,70,-109,32,105,-82,-154,-103,-151,standing
46,62,75,28,6,-13,100,-100,4,78,-129,21,108,-94,-180,-92,-152,standing
28,58,55,22,0,-3,82,-128,9,70,-80,29,108,-115,-187,-92,-147,sittingdown
46,62,75,28,6,1,89,-46,-21,21,-18,10,108,-94,-163,-95,-153,sitting
31,71,83,28,4,3,70,-60,-22,-26,-22,67,59,-100,-92,-124,-164,sitting
31,71,83,28,4,-3,96,-110,16,91,-118,24,123,-86,-162,-81,-144,standing
31,71,83,28,4,-5,97,-119,22,94,-113,32,124,-78,-167,-71,-157,standing
28,58,55,22,0,-19,99,-120,-493,-516,-616,38,101,-127,-166,-94,-171,walking
28,58,55,22,0,-14,126,-109,-492,-515,-616,-102,181,-32,-168,-70,-160,walking
46,62,75,28,6,19,129,-113,69,69,-70,-7,113,-80,-159,-86,-168,walking
75,67,67,24,0,-8,93,-144,-7,89,-96,15,122,-107,-181,-76,-158,standing
31,71,83,28,4,6,72,-59,-16,-3,-20,85,77,-142,-103,-128,-144,sitting
46,62,75,28,6,-9,128,-104,3,92,-127,-4,114,-97,-195,-93,-176,walking
31,71,83,28,4,-13,94,-125,-6,90,-137,28,126,-81,-169,-71,-149,standing
31,71,83,28,4,11,76,-124,-486,-507,-608,14,127,-96,-239,-79,-184,walking
31,71,83,28,4,-8,95,-125,5,91,-138,37,125,-78,-174,-69,-149,standing
46,62,75,28,6,-4,101,-94,7,84,-119,23,108,-98,-178,-88,-161,standing
31,71,83,28,4,-10,94,-127,1,90,-139,33,126,-79,-174,-71,-145,standing
31,71,83,28,4,4,70,-61,-22,-30,-24,60,53,-104,-95,-133,-163,sitting
28,58,55,22,0,4,87,-116,-492,-515,-615,47,115,-156,-197,-74,-158,walking
28,58,55,22,0,-15,43,-16,-12,-20,-21,-5,81,-92,-144,-94,-169,sitting
75,67,67,24,0,-9,95,-149,-7,90,-100,18,122,-108,-184,-78,-148,standing
31,71,83,28,4,-1,67,-65,-24,6,-27,84,78,-140,-94,-114,-180,sitting
28,58,55,22,0,-7,97,-112,-9,87,-105,23,108,-111,-195,-88,-146,sittingdown
28,58,55,22,0,-14,36,-17,-18,-25,-27,29,107,-81,-154,-94,-162,sitting
28,58,55,22,0,-18,33,-21,-20,-27,-28,29,107,-80,-154,-94,-162,sitting
31,71,83,28,4,-17,93,-116,-362,-368,-461,0,115,-82,-180,-86,-151,sittingdown
28,58,55,22,0,-2,101,-98,3,86,-123,5,77,-111,-195,-87,-163,standing
28,58,55,22,0,-1,117,-121,-472,-500,-599,34,125,-131,-197,-65,-168,walking
46,62,75,28,6,-3,97,-66,-14,19,-17,-13,104,-90,-156,-100,-146,sitting
46,62,75,28,6,-11,107,-92,16,94,-108,0,146,-58,-164,-81,-158,walking
75,67,67,24,0,-12,96,-99,-10,-24,-21,-75,76,-96,-111,-120,-143,sitting
31,71,83,28,4,-2,81,-127,-462,-493,-592,0,119,-83,-184,-102,-144,sittingdown
46,62,75,28,6,-7,103,-93,3,85,-120,10,98,-96,-169,-118,-171,standing
31,71,83,28,4,-4,77,-114,59,40,-156,15,127,-103,-183,-70,-170,walking
28,58,55,22,0,-9,102,-90,-491,-514,-614,18,105,-103,-196,-86,-167,standing
75,67,67,24,0,-7,95,-125,-17,89,-96,5,127,-103,-208,-89,-148,standingup
46,62,75,28,6,2,89,-49,-19,23,-18,11,109,-88,-169,-92,-156,sitting
28,58,55,22,0,-8,98,-119,-483,-505,-606,39,18,-122,-142,-88,-153,walking
31,71,83,28,4,4,125,-119,1,93,-143,76,225,-110,-235,-53,-165,walking
31,71,83,28,4,3,71,-61,-34,-6,-24,71,64,-100,-95,-118,-184,sitting
28,58,55,22,0,-23,27,-21,-253,-354,-338,37,108,-102,-155,-93,-160,sitting
31,71,83,28,4,-9,99,-124,1,92,-140,30,118,-81,-179,-84,-155,standing
31,71,83,28,4,2,70,-63,-23,-27,-23,61,54,-104,-96,-127,-168,sitting
31,71,83,28,4,-26,83,-138,-373,-396,-501,-19,101,-110,-174,-112,-128,sittingdown
31,71,83,28,4,0,66,-66,-18,-34,-25,62,55,-103,-91,-131,-169,sitting
31,71,83,28,4,-8,77,-127,-2,90,-125,17,135,-98,-226,-93,-177,walking
28,58,55,22,0,-15,89,-120,-440,-455,-555,35,118,-144,-176,-60,-176,walking
46,62,75,28,6,-2,92,-53,-21,22,-18,13,108,-88,-162,-95,-152,sitting
46,62,75,28,6,-1,88,-48,-21,21,-19,11,108,-91,-164,-95,-151,sitting
28,58,55,22,0,0,103,-93,-3,89,-119,43,94,-63,-192,-93,-161,standing
28,58,55,22,0,-7,86,-126,8,3,-13,12,105,-127,-208,-78,-134,sittingdown
31,71,83,28,4,-8,98,-121,-87,57,-16,-2,133,-85,-206,-61,-186,walking
46,62,75,28,6,-17,112,-94,5,87,-100,119,48,-115,-166,-94,-161,walking
31,71,83,28,4,-9,95,-114,66,44,-123,25,122,-82,-161,-76,-157,standing
31,71,83,28,4,-1,85,-134,-13,86,-76,0,108,-68,-151,-67,-172,standingup
31,71,83,28,4,6,97,-126,-422,-443,-544,20,126,-103,-227,-80,-181,walking
46,62,75,28,6,-14,113,-91,-17,85,-133,-108,122,52,-173,-89,-155,walking
46,62,75,28,6,-8,96,-98,1,77,-121,18,103,-91,-158,-104,-161,standing
46,62,75,28,6,-13,93,-100,9,79,-93,34,93,-72,-198,-97,-154,standingup
28,58,55,22,0,-13,106,-94,-492,-516,-616,18,106,-103,-200,-88,-165,standing
46,62,75,28,6,22,126,-80,4,81,-65,8,108,-74,-183,-99,-176,walking
46,62,75,28,6,0,97,-61,-13,20,-14,-13,104,-89,-162,-93,-162,sitting
31,71,83,28,4,-20,97,-118,-6,93,-120,2,155,-44,-198,-81,-181,walking
28,58,55,22,0,-3,104,-96,11,87,-126,43,107,-83,-182,-79,-154,standing
46,62,75,28,6,2,103,-64,3,67,-112,30,108,-69,-148,-97,-148,standing
28,58,55,22,0,-12,82,-130,-280,-282,-313,-495,-502,-606,-218,-119,-161,standingup
46,62,75,28,6,-8,112,-88,-18,78,-126,-131,137,92,-162,-92,-161,walking
28,58,55,22,0,-7,98,-112,8,88,-107,24,109,-119,-208,-103,-115,sittingdown
28,58,55,22,0,-3,81,-78,-27,-20,-26,32,108,-88,-169,-87,-165,sitting
46,62,75,28,6,-9,95,-94,1,73,-120,18,103,-89,-153,-109,-155,standing
28,58,55,22,0,-29,41,-28,-234,-242,-361,38,107,-102,-154,-93,-167,sitting
75,67,67,24,0,-11,94,-152,-4,90,-92,14,120,-108,-192,-78,-156,standing
46,62,75,28,6,0,109,-96,6,89,-121,21,108,-101,-183,-87,-166,standing
46,62,75,28,6,3,96,-101,3,90,-97,27,47,-125,-186,-108,-154,walking
31,71,83,28,4,-21,60,-126,-18,97,-143,37,214,-112,-224,-35,-173,walking
28,58,55,22,0,-12,95,-97,11,-10,-18,23,101,-105,-171,-91,-142,sittingdown
31,71,83,28,4,-2,92,-108,14,88,-117,24,124,-85,-144,-80,-151,standing
46,62,75,28,6,-7,82,-88,-13,84,-120,100,24,-136,-189,-85,-159,walking
46,62,75,28,6,13,103,-111,-17,84,-83,23,107,-89,-188,-88,-178,walking
31,71,83,28,4,9,88,-105,-416,-450,-547,11,126,-90,-213,-75,-186,walking
75,67,67,24,0,-9,95,-98,-21,-16,-22,-66,83,-127,-92,-140,-151,sitting
46,62,75,28,6,-11,109,-96,-4,88,-120,55,140,-78,-168,-110,-155,walking
28,58,55,22,0,20,117,-114,-429,-455,-554,32,124,-129,-172,-79,-176,walking
46,62,75,28,6,-19,126,-124,15,131,-79,21,111,-56,-168,-85,-157,walking
28,58,55,22,0,-12,101,-101,-493,-517,-617,19,104,-105,-184,-79,-163,standing
28,58,55,22,0,-15,37,-20,-17,-24,-23,28,108,-86,-155,-93,-169,sitting
31,71,83,28,4,-5,93,-110,14,90,-120,24,123,-84,-162,-70,-166,standing
31,71,83,28,4,5,45,-145,-189,-161,-361,-41,119,25,-212,-59,-164,walking
75,67,67,24,0,-15,96,-100,-7,-10,-21,-62,87,-128,-103,-147,-131,sitting
46,62,75,28,6,0,94,-52,-20,22,-16,12,108,-90,-162,-95,-153,sitting
46,62,75,28,6,-11,95,-96,0,72,-124,17,103,-87,-155,-105,-156,standing
28,58,55,22,0,-17,104,-148,-411,-490,-571,40,175,-130,-169,-60,-168,walking
28,58,55,22,0,-1,81,-147,4,60,-46,10,114,-114,-230,-106,-147,sittingdown
75,67,67,24,0,-9,95,-97,-17,-15,-21,-65,85,-130,-100,-140,-139,sitting
46,62,75,28,6,-14,155,-122,-16,125,-97,-124,114,70,-169,-91,-156,walking
75,67,67,24,0,-24,96,-151,-2,99,-98,-189,201,-24,-204,-99,-135,walking
75,67,67,24,0,-13,91,-91,-18,-20,-22,-73,77,-95,-99,-126,-150,sitting
46,62,75,28,6,-5,76,-31,-1,22,-32,7,97,-67,-149,-106,-162,sitting
46,62,75,28,6,-10,93,-110,7,80,-75,17,106,-70,-202,-93,-157,standingup
75,67,67,24,0,-24,93,-170,-40,108,-84,-115,165,-75,-201,-113,-139,walking
46,62,75,28,6,4,100,-82,-82,142,17,5,115,-88,-178,-93,-172,walking
46,62,75,28,6,-12,94,-111,-14,90,-114,-2,124,-84,-180,-93,-167,walking
28,58,55,22,0,-5,98,-112,9,-13,-4,24,109,-115,-198,-97,-135,sittingdown
31,71,83,28,4,10,77,-116,49,38,-175,24,135,-116,-202,-65,-167,walking
31,71,83,28,4,3,66,-59,-38,-24,-26,77,70,-105,-79,-140,-157,sitting
28,58,55,22,0,-2,89,-106,-493,-516,-616,41,119,-134,-186,-87,-180,walking
28,58,55,22,0,-23,27,-21,-224,-255,-327,37,107,-102,-164,-90,-170,sitting
28,58,55,22,0,-20,82,-103,-434,-465,-565,40,62,-102,-165,-88,-171,walking
46,62,75,28,6,-2,108,-98,13,95,-107,36,82,-56,-156,-77,-166,walking
31,71,83,28,4,-10,94,-123,4,90,-140,37,125,-76,-169,-71,-151,standing
46,62,75,28,6,-7,101,-91,-4,81,-126,29,107,-97,-182,-91,-153,standing
28,58,55,22,0,-6,104,-128,-447,-460,-560,21,123,-140,-172,-69,-174,walking
31,71,83,28,4,-12,97,-135,16,91,-126,2,118,-79,-159,-77,-173,standingup
46,62,75,28,6,7,114,-119,-22,86,-152,-8,129,-73,-169,-88,-159,walking
31,71,83,28,4,4,68,-61,-25,-32,-25,63,56,-93,-91,-134,-170,sitting
31,71,83,28,4,-15,97,-125,13,90,-140,32,118,-83,-172,-78,-156,standing
28,58,55,22,0,-16,106,-118,-493,-516,-616,39,197,-98,-168,-77,-169,walking
31,71,83,28,4,18,147,-139,16,92,-120,53,37,-131,-221,-68,-177,walking
28,58,55,22,0,0,76,-112,-492,-515,-615,21,109,-147,-176,-65,-163,walking
31,71,83,28,4,-26,114,-118,-3,117,-92,-40,285,-34,-200,-99,-168,walking
31,71,83,28,4,1,66,-65,-20,6,-27,66,59,-103,-96,-122,-172,sitting
46,62,75,28,6,-7,96,-87,3,69,-117,23,103,-84,-161,-102,-154,standing
46,62,75,28,6,-2,100,-92,21,49,-113,14,109,-88,-190,-89,-167,walking
46,62,75,28,6,22,95,-9,16,31,-26,21,98,-53,-140,-103,-150,sitting
46,62,75,28,6,-6,99,-134,9,60,-40,24,110,-76,-225,-89,-157,standingup
28,58,55,22,0,-38,122,-141,-469,-492,-592,15,127,-147,-168,-93,-174,walking
28,58,55,22,0,1,102,-95,1,89,-120,41,99,-65,-198,-90,-158,standing
28,58,55,22,0,-4,83,-81,-26,-21,-27,31,109,-89,-168,-87,-162,sitting
46,62,75,28,6,-4,102,-84,14,95,-106,37,85,-82,-183,-93,-156,standingup
28,58,55,22,0,-9,30,-12,-29,-22,-26,-7,78,-93,-143,-93,-170,sitting
28,58,55,22,0,-19,22,-15,-21,-21,-22,-3,85,-89,-143,-96,-174,sitting
28,58,55,22,0,-4,92,-115,-3,82,-101,22,110,-114,-187,-87,-145,sittingdown
31,71,83,28,4,-9,96,-130,8,93,-128,34,126,-79,-177,-69,-153,standing
31,71,83,28,4,3,73,-125,27,77,-85,28,122,-67,-169,-100,-154,standingup
28,58,55,22,0,-9,99,-156,17,53,-30,23,105,-126,-264,-141,-138,sittingdown
28,58,55,22,0,10,116,-161,-491,-513,-614,-36,105,-85,-256,-100,-165,standingup
28,58,55,22,0,1,94,-69,-14,-16,-21,31,109,-89,-169,-88,-162,sitting
46,62,75,28,6,0,88,-93,-33,66,-127,25,56,-172,-172,-92,-159,walking
46,62,75,28,6,15,93,-15,10,30,-26,21,99,-64,-143,-106,-153,sitting
46,62,75,28,6,1,90,-46,-20,22,-17,10,107,-93,-164,-95,-153,sitting
28,58,55,22,0,-2,100,-95,2,84,-126,27,102,-82,-194,-85,-161,standing
46,62,75,28,6,0,89,-49,-22,22,-17,9,108,-85,-163,-94,-153,sitting
31,71,83,28,4,-12,95,-118,14,90,-121,24,124,-85,-172,-78,-145,standing
31,71,83,28,4,-3,62,-154,-1,70,-80,-16,110,-72,-158,-90,-152,standingup
31,71,83,28,4,-36,124,-138,-5,151,-65,-112,180,-122,-220,-46,-176,walking
75,67,67,24,0,-17,96,-112,-19,89,-105,10,121,-108,-145,-95,-148,standingup
46,62,75,28,6,-10,98,-88,7,88,-110,31,101,-70,-185,-98,-154,standingup
46,62,75,28,6,6,110,-69,20,90,-96,16,103,-52,-140,-90,-151,sittingdown
28,58,55,22,0,3,81,-144,-443,-462,-570,-105,-39,-194,-249,-101,-147,standingup
28,58,55,22,0,-16,28,-18,-27,-22,-27,-10,74,-96,-145,-94,-171,sitting
31,71,83,28,4,-5,98,-124,20,92,-131,45,115,-77,-183,-76,-149,standing
31,71,83,28,4,2,70,-65,-24,6,-27,82,75,-142,-101,-114,-192,sitting
46,62,75,28,6,-3,107,-27,3,74,-111,28,108,-80,-159,-89,-151,standing
46,62,75,28,6,2,93,-48,-16,24,-15,14,107,-92,-161,-95,-158,sitting
28,58,55,22,0,-4,88,-133,-7,75,-67,16,95,-57,-225,-108,-157,standingup
31,71,83,28,4,4,70,-60,-18,9,-23,71,64,-101,-94,-122,-169,sitting
31,71,83,28,4,-14,91,-126,0,89,-141,33,125,-80,-171,-70,-154,standing
46,62,75,28,6,-6,62,-54,-9,14,-35,-4,91,-76,-168,-109,-173,sitting
28,58,55,22,0,5,85,-179,-3,31,-23,-409,-417,-524,-279,-112,-150,standingup
28,58,55,22,0,-15,37,-12,1,-21,-19,26,108,-81,-146,-96,-163,sitting
46,62,75,28,6,-11,91,-98,-7,75,-118,12,103,-89,-157,-107,-160,standing
46,62,75,28,6,-6,102,-78,3,67,-117,23,106,-84,-144,-98,-151,standing
75,67,67,24,0,-16,91,-93,-20,-14,-22,-64,87,-132,-79,-118,-124,sitting
46,62,75,28,6,0,89,-48,-21,22,-18,12,108,-90,-164,-95,-151,sitting
28,58,55,22,0,-15,34,-13,-17,-20,-19,6,92,-82,-139,-95,-175,sitting
46,62,75,28,6,-11,92,-96,-2,73,-119,18,105,-90,-152,-103,-157,standing
31,71,83,28,4,-8,95,-121,6,91,-138,31,118,-84,-170,-77,-161,standing
31,71,83,28,4,-7,97,-119,5,92,-136,33,122,-82,-167,-76,-163,standing
31,71,83,28,4,-6,104,-111,-485,-507,-607,16,128,-94,-235,-76,-178,walking
28,58,55,22,0,-33,19,-29,-280,-374,-456,27,109,-88,-153,-93,-169,sitting
28,58,55,22,0,-1,88,-73,-19,-17,-22,32,108,-89,-169,-86,-165,sitting
31,71,83,28,4,-11,90,-127,3,87,-139,28,119,-84,-176,-77,-158,standing
28,58,55,22,0,-20,32,-25,-25,-28,-27,28,106,-80,-148,-95,-164,sitting
31,71,83,28,4,-21,75,-115,-267,-287,-383,-1,104,-87,-149,-113,-121,standingup
28,58,55,22,0,-13,96,-115,0,-1,-9,5,101,-117,-168,-93,-144,sittingdown
28,58,55,22,0,29,149,-159,-475,-499,-599,29,145,-121,-167,-54,-181,walking
75,67,67,24,0,-14,93,-152,-27,84,-104,4,76,-131,-196,-101,-143,walking
31,71,83,28,4,6,71,-58,-17,9,-23,65,58,-105,-98,-124,-172,sitting
75,67,67,24,0,-11,93,-93,-15,-19,-25,-57,86,-137,-101,-146,-130,sitting
31,71,83,28,4,-1,65,-65,-22,5,-28,83,76,-141,-96,-116,-183,sitting
31,71,83,28,4,-2,66,-59,-40,-23,-27,77,70,-104,-84,-140,-154,sitting
28,58,55,22,0,4,108,-161,1,-2,-6,5,107,-134,-251,-100,-138,sittingdown
31,71,83,28,4,-9,92,-110,12,88,-127,29,122,-82,-162,-75,-155,standing
